Einschreibeschluessel,Kuerzel,Semesterzug,"Name der Vorlesung",Kurzbezeichnung,Dozent,Bemerkungen,"Weiterer Link",Moodle-Link,Evaluierungswunsch
ZUST,KOE,2+3,"2+3 Seminar",2P3,KOEHLER,," ","https://moodle.hs-hannover.de/course/view.php?id=27251 ",
APP_2425,JAS,VE4,AppaAnltec,AAT,JANSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27210 ",
UT2-2024-25,SAK,VM5,Abfallb.Kreis,ABK,SAKUTH,," ","https://moodle.hs-hannover.de/course/view.php?id=27236 ",
"Bitte per E-Mail beim Dozenten erfragen",GEI,WI6,Arbeitsre,ABR,GEIER,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
wise24hsh,CAK,II3,AlgDatStrL,ADL,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27480 ",
wise24hsh,CAK,ID3,AlgDatStrL,ADLD,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27480 ",
wise24hsh,CAK,MT3,AlgDatStrL,ADLD,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27480 ",
Eiermuschelnudelhühnersuppe,KLO,ME2,Aerodyn,ADY,KLOSE,," ","https://moodle.hs-hannover.de/course/view.php?id=26832 ",
wise24hsh,CAK,II2,"AngewInform 1",AIN1,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27478 ",
wise24hsh,CAK,ID3,AlgDatStr,ALD,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27479 ",
wise24hsh,CAK,II3,AlgDatStr,ALD,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27479 ",
wise24hsh,CAK,MT3,AlgDatStr,ALD,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27479 ",
80-n--nA60-Z,VEN,XA1,"Analysis 1",ANA1,VENDL,," ","https://moodle.hs-hannover.de/course/view.php?id=27420 ",
Simulink,KAS,M3A,AngewProg,APG,KASTERINA,," ","https://moodle.hs-hannover.de/course/view.php?id=27195 ",
Simulink,TKA,M3B,AngewProg,APG,TKANY,," ","https://moodle.hs-hannover.de/course/view.php?id=27195 ",
Simulink,KAS,VE3,AngewProg,APG,KASTERINA,," ","https://moodle.hs-hannover.de/course/view.php?id=27195 ",
"Bitte per E-Mail beim Dozenten erfragen",GRM,WI3,AngewProg,APG,GRÜNEMAIER,," ","https://moodle.hs-hannover.de/course/view.php?id=24711 Angewandten Programmieren mit Matlab und VBA",
2024_WS_APM,SCH,PE2,AuslegProdM,APMV,SCHNEIDER,," ","https://moodle.hs-hannover.de/course/view.php?id=26842 ",
2024_WS_APM,SCH,PE2,AuslProdMSem,APVS,SCHNEIDER,," ","https://moodle.hs-hannover.de/course/view.php?id=26842 ",
ASR2324,GIE,PS6,Arb.sich.+Gesund,ARS,GIERAY,," ","https://moodle.hs-hannover.de/course/view.php?id=27070 ",
ASR2324,GIE,WI6,Arb.sich.+Gesund,ARS,GIERAY,," ","https://moodle.hs-hannover.de/course/view.php?id=27070 ",
Betriebsverfassung,NIR,PS6,ArbSysProz,ASP,NIEROBISCH,," ","https://moodle.hs-hannover.de/course/view.php?id=27400 ",
Betriebsverfassung,NIR,WI6,ArbSysProz,ASP,NIEROBISCH,," ","https://moodle.hs-hannover.de/course/view.php?id=27400 ",
UT1-2024-25,SAK,VE5,Abwas.Trink,AWT,SAKUTH,," ","https://moodle.hs-hannover.de/course/view.php?id=27235 ",
WiCool,JTK,II2,"Betriebsl G",BEL,JANTKE,," ","https://moodle.hs-hannover.de/course/view.php?id=22922 ",
WiCool,JTK,KT5,"Betriebsl G",BEL,JANTKE,," ","https://moodle.hs-hannover.de/course/view.php?id=21004 ",
BWL2024,SFF,M3A,"Betriebsl G",BEL,SCHULTE-FF,," ","https://moodle.hs-hannover.de/course/view.php?id=26967 Betriebslehre Grundlagen",
WiCool,JTK,M3B,"Betriebsl G",BEL,JANTKE,," ","https://moodle.hs-hannover.de/course/view.php?id=22922 ",
WiCool,JTK,MT5,"Betriebsl G",BEL,JANTKE,," ","https://moodle.hs-hannover.de/course/view.php?id=21004 ",
WiCool,JTK,PT5,"Betriebsl G",BEL,JANTKE,," ","https://moodle.hs-hannover.de/course/view.php?id=21004 ",
BWL2024,SFF,VE3,"Betriebsl G",BEL,SCHULTE-FF,," ","https://moodle.hs-hannover.de/course/view.php?id=26967 Betriebslehre Grundlagen",
Geodreieck2425,GIR,PS5,Betriebsmit,BEM,"GIRNTH   ",," ","https://moodle.hs-hannover.de/course/view.php?id=27163 ",
"Bitte per E-Mail beim Dozenten erfragen",HOB,WI2,Betr.Kernpr,BKP,"HOHBERGER L","<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",HOB,WT1,Betr.Kernpr,BKP,"HOHBERGER L","<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
Geodreieck2425,GIR,PS5,BetriebsmL,BML,"GIRNTH   ",," ","https://moodle.hs-hannover.de/course/view.php?id=27164 ",
2024_WS_BTM,SCH,PE2,BetriebsmMa,BMM,SCHNEIDER,," ","https://moodle.hs-hannover.de/course/view.php?id=26846 ",
2024_WS_BTM,SCH,PM2,BetriebsmMa,BMM,SCHNEIDER,," ","https://moodle.hs-hannover.de/course/view.php?id=26846 ",
BPT_WiSe2425,NAD,VM6,BioProTeLab,BPL,NADOLNY,"<p dir=""ltr"" style=""text-align:left;"">Start: Donnerstag 26.09., 10Uhr, Raum nach Stundenplan 1B.1.21<br /></p><p dir=""ltr"" style=""text-align:left;"">Anwesenheitspflicht, da Sicherheitseinweisung!<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27165 ",
2024_WS_BSI,SCH,PE2,BusinessSim,BSI,SCHNEIDER,," ","https://moodle.hs-hannover.de/course/view.php?id=26852 ",
2024_WS_BSI,SCH,PM2,BusinessSim,BSI,SCHNEIDER,," ","https://moodle.hs-hannover.de/course/view.php?id=26852 ",
"Bitte per E-Mail beim Dozenten erfragen",BLO,WI3,Buchführung,BUF,BLODE,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",BLO,WT3,Buchführung,BUF,BLODE,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",PLU,WB2,Buerg.Recht,BUR,"PLUMEYER  ","<p dir=""ltr"" style=""text-align:left;"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a><br /></p>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",PLU,WI4,Buerg.Recht,BUR,"PLUMEYER  ","<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
ReStMuWiSe2425,BAU,VM2,BetriebMulticopter,BVM,"BAUER   ",," ","https://moodle.hs-hannover.de/course/view.php?id=27009 ",
"Bitte per E-Mail beim Dozenten erfragen",WIE,WI2,Grs.ent.BWL,BWL,"WIESE     ","<div>Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: </div><div><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></div>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",WIE,WT1,Grs.ent.BWL,BWL,"WIESE     ","<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
"Wird nicht benötigt, Unterlagen extern.",SCA,AM5,Beweg.tech1,BWT1,SCHARMANN,"<p dir=""ltr"" style=""text-align:left;"">Zusätzliche Dokumente (Skript, Aufgaben mit Lösungen, alte Klausuren, 
Musterlösungen dazu) unter „Weiterer Link“. Alle Angaben gelten genauso für meine anderen Kurse im gleichen Fach.<br /></p><br /><p></p>","https://my.hidrive.com/share/g5iyuruvfi ","https://my.hidrive.com/share/fqy7ygvfk5 ",
,SCA,II5,Beweg.tech1,BWT1,SCHARMANN,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",BUC,KT5,"CAD 2",CA2D,"BUCEVIC ",," "," ",
"Wird in der ersten Laborstunde bekannt gegeben",BER,VE4,"CAD 2",CA2V,BERTRAM,"<p dir=""ltr"" style=""text-align:left;"">Das Labor startet am Mittwoch, d. 25.09.2024 um 14:00 Uhr <br /></p><p dir=""ltr"" style=""text-align:left;"">Details folgen (für vorangemeldete Studierende) in einer gesonderten Mail in der KW38<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=26620 ",
"Wird in der ersten Vorlesungsstunde bekannt gegeben",BER,WP2,CAD-Anwend,CAA,BERTRAM,"<p dir=""ltr"" style=""text-align:left;"">Die Veranstaltung startet am Donnerstag, d. 26.09.2024 um 14:00<br /></p><p dir=""ltr"" style=""text-align:left;""><br /></p><p dir=""ltr"" style=""text-align:left;""><br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=26622 ",
"Bitte per E-Mail beim Dozenten erfragen",BUC,II2,"CAD 1",CAD1,"BUCEVIC ",," "," ",
"Bitte per E-Mail beim Dozenten erfragen",BUC,KT3,"CAD 1",CAD1,"BUCEVIC ",," "," ",
"Wird in der ersten Laborstunde bekannt gegeben",BER,M2A,"CAD 1",CAD1,BERTRAM,"<p dir=""ltr"" style=""text-align:left;""></p><p>Das Labor startet am Freitag, d. 27.09.2024 um 10:00 Uhr. Eine Laborteilnahme ohne Anwesenheit in der ersten Stunde ist ausnahmslos nicht möglich! </p>

<p>Details folgen (für vorangemeldete Studierende) in einer gesonderten Mail in der KW38</p><br /><p></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=26621 ",
"Bitte per E-Mail beim Dozenten erfragen",BUC,MT3,"CAD 1",CAD1,"BUCEVIC ",," "," ",
"Bitte per E-Mail beim Dozenten erfragen",BUC,PT3,"CAD 1",CAD1,"BUCEVIC ",," "," ",
"Wird in der ersten Laborstunde bekannt gegeben",BER,VE2,"CAD 1",CAD1,BERTRAM,"<p dir=""ltr"" style=""text-align:left;""></p><p>Das Labor startet am Freitag, d. 
27.09.2024 um 10:00 Uhr. Eine Laborteilnahme ohne Anwesenheit in der 
ersten Stunde ist ausnahmslos nicht möglich! </p>

<p>Details folgen (für vorangemeldete Studierende) in einer gesonderten Mail in der KW38</p><br /><p></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=26621 ",
"Bitte per E-Mail beim Dozenten erfragen",BUC,WI3,"CAD 1",CAD1,"BUCEVIC ",," "," ",
"Wird in der ersten Laborstunde bekannt gegeben",BER,XF1,"CAD 1",CAD1,BERTRAM,"<p dir=""ltr"" style=""text-align:left;""></p><p>Das Labor startet am Donnerstag, d. 
27.09.2024. Eine Laborteilnahme ohne Anwesenheit in der 
ersten Stunde ist <strong><u>ausnahmslos</u></strong> nicht möglich! </p>

<p>Details folgen in einer gesonderten Mail in der KW38</p><br /><p></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=26621 ",
"Bitte per E-Mail beim Dozenten erfragen",BUC,AM4,"CAD 2",CAD2,"BUCEVIC ",," "," ",
yxcvbn2425,SAL,II3,"CAD 2",CAD2,SZALWICKI,," ","https://moodle.hs-hannover.de/course/view.php?id=26590 ",
1537,WAD,PS4,"CAD/CAM 1",CAM1,WALDT,," ","https://moodle.hs-hannover.de/course/view.php?id=27215 ",
BKC-2024-25,SAK,M1A,ChemieUnterst,CBK,SAKUTH,," ","https://moodle.hs-hannover.de/course/view.php?id=27232 ",
BKC-2024-25,SAK,M1B,ChemieUnterst,CBK,SAKUTH,," ","https://moodle.hs-hannover.de/course/view.php?id=27232 ",
BKC-2024-25,SAK,VE1,ChemieUnterst,CBK,SAKUTH,," ","https://moodle.hs-hannover.de/course/view.php?id=27232 ",
BKC-2024-25,SAK,WI1,ChemieUnterst,CBK,SAKUTH,," ","https://moodle.hs-hannover.de/course/view.php?id=27232 ",
FEM2024,AND,ME2,"Computerorient. Berechnung Labor",CBL,ANDRE,"<p dir=""ltr"" style=""text-align:left;"">Verbindliche Anmeldung zum Labor: Donnerstag, 10.10.2024 ab 14:00 Uhr im Raum 1B.2.41 (FEM-Labor).<br />Zu diesem Termin besteht Anwesenheitspflicht!<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=26915 ",
Wriggers,PFU,ME2,Compor.BerV,CBV,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27242 ",
NavierStokes,SMI,VM4,CFD-Labor,CFL,SCHMITT,," ","https://moodle.hs-hannover.de/course/view.php?id=26927 ",
1967,KLA,ME2,CompgestAus,CGA,KLAWITTER,," ","https://moodle.hs-hannover.de/course/view.php?id=4616 ",
Reaktion,KOE,M1A,Chemie,CHE,KOEHLER,,"https://moodle.hs-hannover.de/course/view.php?id=27249 Vorlesung","https://moodle.hs-hannover.de/course/view.php?id=27253 Labor",
Reaktion,KOE,M1B,Chemie,CHE,KOEHLER,,"https://moodle.hs-hannover.de/course/view.php?id=27249 Vorlesung","https://moodle.hs-hannover.de/course/view.php?id=27252 Labor",
Reaktion,KOE,VE1,Chemie,CHE,KOEHLER,,"https://moodle.hs-hannover.de/course/view.php?id=27249 Vorlesung","https://moodle.hs-hannover.de/course/view.php?id=27252 Labor",
Reaktion,KOE,WI1,Chemie,CHE,KOEHLER,,"https://moodle.hs-hannover.de/course/view.php?id=27249 Vorlesung","https://moodle.hs-hannover.de/course/view.php?id=27230 Labor",
C-Achse,BOD,PS4,CNC-Techn.1,CNC1,BODE,," ","https://moodle.hs-hannover.de/course/view.php?id=27506 ",
C-Achse,BOD,PT5,CNC-Techn.1,CNC1,BODE,," ","https://moodle.hs-hannover.de/course/view.php?id=27506 ",
Backup,BOD,PS4,"CNC-Labor 1",CNL1,BODE,," ","https://moodle.hs-hannover.de/course/view.php?id=27509 ",
Backup,BOD,PT5,"CNC-Labor 1",CNL1,BODE,," ","https://moodle.hs-hannover.de/course/view.php?id=27509 ",
"Bitte per E-Mail beim Dozenten erfragen",XYZ,2+3,Deutsch,DEU,UNBEKANNT,," "," ",
wise24,MAR,VM2,Deep.Neur.N,DNN,MARCARD,," ","https://moodle.hs-hannover.de/course/view.php?id=27227 ",
wise24,MAR,XA5,"Data Sci. 2",DSC2,MARCARD,," ","https://moodle.hs-hannover.de/course/view.php?id=27214 ",
"Bitte per E-Mail beim Dozenten erfragen",STB,ID5,Dig.tec.u.Mikro.,DTM,STREITENBER,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",STB,MT3,Dig.tec.u.Mikro.,DTM,STREITENBER,," "," ",
BPT_WiSe2425,NAD,VM6,Einf.BioPrT,EBP,NADOLNY,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Start: Donnerstag 26.09., 10Uhr, Raum nach Stundenplan 1B.1.21<br /></p><p dir=""ltr"">Anwesenheitspflicht, da Sicherheitseinweisung!</p><br /><p></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27165 ",
wise24,GRA,VM2,EngDeepNets,EDN,GRAEF,," ","https://moodle.hs-hannover.de/course/view.php?id=27227 ",
Biegelinie,PFU,AM4,Erw.Festleh,EFE,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27240 ",
Biegelinie,PFU,II4,Erw.Festleh,EFE,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27240 ",
Biegelinie,PFU,PS4,Erw.Festleh,EFE,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27240 ",
2024_Winter,DIR,PM2,"Elem Fertpl",EFT,DIERSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27385 ",
LZ84UwK,FRA,AM4,"Elektr Antr",ELA,FRAEGER,," ","https://moodle.hs-hannover.de/course/view.php?id=27289 ",
LZ84UwK,QUA,ID5,"Elektr Antr",ELA,QUATTRONE,," ","https://moodle.hs-hannover.de/course/view.php?id=27289 ",
LZ84UwK,QUA,MT5,"Elektr Antr",ELA,QUATTRONE,," ","https://moodle.hs-hannover.de/course/view.php?id=27289 ",
LZ84UwK,FRA,PS4,"Elektr Antr",ELA,FRAEGER,," ","https://moodle.hs-hannover.de/course/view.php?id=27289 ",
LZ84UwK,QUA,VE4,"Elektr Antr",ELA,QUATTRONE,," ","https://moodle.hs-hannover.de/course/view.php?id=27289 ",
LZ84UwK,GIL,ID1,ElektroTe,ELT,"GILCH     ",," ","https://moodle.hs-hannover.de/course/view.php?id=27281 ",
LZ84UwK,HOS,II1,ElektroTe,ELT,HOFSCHULTE,," ","https://moodle.hs-hannover.de/course/view.php?id=27281 ",
LZ84UwK,HOS,M1A,ElektroTe,ELT,HOFSCHULTE,," ","https://moodle.hs-hannover.de/course/view.php?id=27281 ",
LZ84UwK,QUA,M1B,ElektroTe,ELT,QUATTRONE,," ","https://moodle.hs-hannover.de/course/view.php?id=27281 ",
LZ84UwK,GIL,MT1,ElektroTe,ELT,"GILCH     ",," ","https://moodle.hs-hannover.de/course/view.php?id=27281 ",
LZ84UwK,QUA,VE1,ElektroTe,ELT,QUATTRONE,," ","https://moodle.hs-hannover.de/course/view.php?id=27281 ",
LZ84UwK,FRA,WI1,ElektroTe,ELT,FRAEGER,," ","https://moodle.hs-hannover.de/course/view.php?id=27281 ",
Kyoto1997,MEY,VM3,EnergSp.uTr,EST,MEYER,," ","https://moodle.hs-hannover.de/course/view.php?id=27228 ",
"Bitte per E-Mail beim Dozenten erfragen",BLO,WI4,"Extern. Rec",EXR,BLODE,"<p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p>"," "," ",
Struktur&Layout,BEG,PS5,Fabrikplanung,FAP,BEGEMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27263 ",
Struktur&Layout,BEG,VM1,Fabrikplanung,FAP,BEGEMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27263 ",
Struktur&Layout,BEG,WI5,Fabrikplanung,FAP,BEGEMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27263 ",
Ansatzfunktion,CLS,AM4,FinitEl-L1,FEL1,CLASEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27045 ",
Ansatzfunktion,WIM,II4,FinitEl-L1,FEL1,WITTMAACK,," ","https://moodle.hs-hannover.de/course/view.php?id=27045 ",
Ansatzfunktion,CLS,MT5,FinitEl-L1,FEL1,CLASEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27045 ",
Ansatzfunktion,WIM,PS4,FinitEl-L1,FEL1,WITTMAACK,," ","https://moodle.hs-hannover.de/course/view.php?id=27045 ",
Ansatzfunktion,CLS,XA5,FinitEl-L1,FEL1,CLASEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27045 ",
Zeitintegration,WIM,VM4,FinitEl-L2,FEL2,WITTMAACK,," ","https://moodle.hs-hannover.de/course/view.php?id=27497 ",
Newton2024,AND,AM4,"Finite-Elemente-Methode 1",FEM1,ANDRE,," ","https://moodle.hs-hannover.de/course/view.php?id=26913 ",ja
Newton2024,AND,II4,"Finite-Elemente-Methode 1",FEM1,ANDRE,," ","https://moodle.hs-hannover.de/course/view.php?id=26913 ",
Newton2024,AND,MT5,"Finite-Elemente-Methode 1",FEM1,ANDRE,," ","https://moodle.hs-hannover.de/course/view.php?id=26913 ",
Newton2024,AND,PS4,"Finite-Elemente-Methode 1",FEM1,ANDRE,," ","https://moodle.hs-hannover.de/course/view.php?id=26913 ",
Newton2024,AND,XA5,"Finite-Elemente-Methode 1",FEM1,ANDRE,," ","https://moodle.hs-hannover.de/course/view.php?id=26913 ",
Newton,CLS,VM4,"Finit.El. 2",FEM2,CLASEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27313 ",
Schubspannung,PFU,II2,Festigkeit,FES,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27241 ",ja
Schubspannung,PFU,M2A,Festigkeit,FES,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27241 ",ja
Schubspannung,PFU,VE2,Festigkeit,FES,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27241 ",
Schubspannung,PFU,WI2,Festigkeit,FES,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27241 ",
Zeta,MEY,VE4,FördanlFlui,FFF,MEYER,," ","https://moodle.hs-hannover.de/course/view.php?id=27231 ",
Zeta,MEY,VM4,FördanlFlui,FFF,MEYER,," ","https://moodle.hs-hannover.de/course/view.php?id=27231 ",
mbau,STH,AM4,Förd.u.HTL,FHL,STAHL,," ","https://moodle.hs-hannover.de/course/edit.php?id=16730 ",
mbau,STH,PS5,Förd.u.HTL,FHL,STAHL,," ","https://moodle.hs-hannover.de/course/edit.php?id=16730 ",
mbau,STH,WI5,Förd.u.HTL,FHL,STAHL,," ","https://moodle.hs-hannover.de/course/edit.php?id=16730 ",
FHT,STH,AM4,Förd.u.HT,FHT,STAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=25872 ",
FHT,STH,PS5,Förd.u.HT,FHT,STAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=25872 ",
FHT,STH,WI5,Förd.u.HT,FHT,STAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=25872 ",
"Bitte per E-Mail beim Dozenten erfragen",HNZ,WI3,Finanzwirt.,FIW,HENZE,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",HNZ,WT3,Finanzwirt.,FIW,HENZE,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
Nonius,GRA,PS5,Fertig.MT-L,FML,GRAEF,"<br /><p></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27223 ",
Nonius,GRA,VM1,Fertig.MT-L,FML,GRAEF,," ","https://moodle.hs-hannover.de/course/view.php?id=27223 ",
2024_WS_IMT,SCH,PM2,FerttechCAE,FTC,SCHNEIDER,," ","https://moodle.hs-hannover.de/course/view.php?id=26851 ",
"Wird in der ersten Laborstunde bekannt gegeben",BER,VE4,FliesbildVe,FVA,BERTRAM,"<p dir=""ltr"" style=""text-align:left;""></p><p>Das Labor startet am Mittwoch, d. 
25.09.2024 um 10:00 Uhr. <br /></p>

<p>Details folgen (für vorangemeldete Studierende) in einer gesonderten Mail in der KW38</p><br /><p></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=26619 ",
1537,WAD,ME2,Fahrzeugsi,FZS,WALDT,," ","https://moodle.hs-hannover.de/course/view.php?id=27216 ",
"Bitte per E-Mail beim Dozenten erfragen",GAD,ME2,Fahrzeugtec,FZT,"GADAU     ",," "," ",
"Bitte per E-Mail beim Dozenten erfragen",JAK,MT3,Grundl.Bauele.,GBA,JAKOBLEW,," "," ",
wise24hsh,CAK,ID1,"Grundl Inf",GLI,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27481 ",
wise24hsh,CAK,II1,"Grundl Inf",GLI,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27481 ",
wise24hsh,CAK,MT1,"Grundl Inf",GLI,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27481 ",
Fak1,BUR,XA1,"Grundl Inf",GLI,BURDA,," ","https://moodle.hs-hannover.de/course/view.php?id=27520 ",
Globalisierung,BEG,PE2,GlobProdSou,GSO,BEGEMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27466 ",
Globalisierung,BEG,PM2,GlobProdSou,GSO,BEGEMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27466 ",
"Bitte per E-Mail beim Dozenten erfragen",DUE,VE4,GrdlThermVe,GTV,DUETTMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27209 ",
"Bitte per E-Mail beim Dozenten erfragen",DUE,VM3,GrdlThermVe,GTV,DUETTMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27209 ",
LaborGVT_2425,JAS,VE4,"GrdlVerft L",GVL,JANSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27208 ",
LaborGVT_2425,JAS,VM3,"GrdlVerft L",GVL,JANSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27208 ",
WiSe2425,PFA,ID1,Grd.Werkstk.,GWK,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26793 ",
WiSe2024,BIL,II1,Grd.Werkstk.,GWK,BILGEN,," ","https://moodle.hs-hannover.de/course/view.php?id=26719 ",
WiSe2425,PFA,KT1,Grd.Werkstk.,GWK,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26793 ",
WiSe2024,BIL,M1A,Grd.Werkstk.,GWK,BILGEN,," ","https://moodle.hs-hannover.de/course/view.php?id=26719 ",
